"dest","origin","n_jointpath"
"PWM","DCA",1990
"CHA","IAH",1987
"GCN","FLG",1986
"RSW","IAD",1986
"IAH","CHA",1985
"SUX","STL",1984
"HPN","FLL",1981
"MGM","IAH",1980
"IAH","MGM",1978
"SEA","OGG",1975
"FLL","HPN",1974
"MDW","ORF",1973
"EAU","MSP",1969
"BWI","SRQ",1969
"FAI","MSP",1965
"BTV","DTW",1965
"ORF","MDW",1965
"MSP","FAI",1963
"DTW","BTV",1953
"SRQ","BWI",1953
"RNO","SNA",1952
"LSE","RST",1952
"SNA","RNO",1951
"MDW","AUS",1948
"RSW","CMH",1944
"LAS","MHT",1944
"AUS","MDW",1943
"CHS","DTW",1940
"MHT","LAS",1938
"BRW","SCC",1933
"FNT","MSP",1933
"HDN","MSP",1931
"SMF","SJC",1930
"LAS","PMD",1928
"CMH","RSW",1928
"DTW","CHS",1926
"SFO","COS",1926
"COS","SFO",1924
"MSP","HDN",1918
"ROR","GUM",1916
"LEX","EWR",1915
"MIA","RIC",1914
"PMD","LAS",1913
"OAK","SFO",1912
"LGA","GRR",1911
"DTW","ORH",1910
"MCO","SWF",1909
"SWF","MCO",1907
"MCI","MHT",1906
"MHT","MCI",1905
"MCI","HOU",1903
"RIC","MIA",1902
"BWI","CHS",1893
"TUP","ATL",1893
"PIT","SJU",1892
"CAE","BWI",1892
"BWI","CAE",1892
"SJU","PIT",1887
"MQT","ORD",1883
"EWR","PHL",1883
"ORD","MQT",1879
"LAX","XNA",1879
"CHS","BWI",1875
"ATL","TUP",1870
"GPT","TPA",1869
"TPA","GPT",1868
"ISP","CVG",1868
"SRQ","IAH",1868
"EUG","MFR",1867
"MSP","FNT",1865
"PHL","EWR",1862
"ORH","DTW",1862
"JAX","MCO",1861
"BUR","ONT",1860
"SAT","SAN",1859
"SWF","IAD",1856
"MDW","TUS",1856
"GSO","MDW",1855
"TUS","MDW",1855
"GRR","LGA",1853
"SAN","SAT",1850
"XNA","LAX",1850
"IAD","SWF",1846
"MSY","SAN",1845
"JNU","GST",1843
"CVG","ISP",1842
"SAN","MSY",1841
"MDW","GSO",1838
"MFR","LAX",1836
"GST","JNU",1836
"ABE","MCO",1833
"ROP","GUM",1831
"MCO","ABE",1829
"GUM","ROP",1827
"MDT","STL",1826
"EGE","EWR",1824
"EWR","LEX",1823
"SMF","JFK",1820
"MSN","ATL",1815
"HOU","MCI",1815
"MDW","MSY",1814
"JFK","SMF",1814
"EWR","EGE",1813
"EGE","MSP",1813
"GPT","FLL",1809
"BTV","ATL",1809
"FLL","GPT",1808
"MSY","MDW",1801
"PHL","STX",1800
"HTS","ATL",1798
"GUM","ROR",1797
"ATL","BTV",1797
"MSP","EGE",1795
"COD","DEN",1795
"EWR","STX",1792
"DEN","COD",1791
"BHM","MLU",1789
"ATL","HTS",1785
"ELP","TUS",1781
"DAL","LAX",1779
"LAX","DAL",1777
"TPA","CAK",1775
"MLI","DFW",1774
"CAK","TPA",1774
"DFW","MLI",1769
"HHH","ATL",1769
"ATL","MSN",1767
"TPA","SLC",1752
"SLC","TPA",1751
"RSW","BNA",1750
"PNS","BTR",1749
"MLI","DTW",1745
"DTW","MLI",1745
"STL","BUR",1743
"LGA","LEX",1742
"MOB","BHM",1742
"ATL","HHH",1737
"SFO","SJC",1736
"EWR","LIT",1733
"FSD","SUX",1728
"PIE","IND",1723
"IND","PIE",1722
"SRQ","ORD",1722
"DAL","BHM",1720
"DEN","LGB",1709
"FAY","BWI",1707
"LIT","EWR",1702
"JFK","SNA",1702
"VIS","FAT",1694
"LGB","DEN",1694
"BHM","DAL",1694
"IAD","MEM",1692
"SJT","IAH",1692
"FAT","VIS",1691
"BNA","SJU",1688
"IAH","SJT",1686
"SNA","JFK",1681
"TUS","OAK",1680
"OAK","HNL",1680
"SIT","SEA",1677
"OAK","TUS",1677
"SEA","KOA",1671
"CVG","SNA",1665
"SJU","BNA",1662
"SNA","CVG",1661
"MHT","PWM",1659
"HNL","OAK",1652
"GSO","ILM",1650
"BUR","STL",1650
"MDW","CVG",1638
"HVN","CVG",1635
"CVG","MDW",1627
"ORD","SRQ",1623
"ATL","GRK",1623
"MEM","IAD",1623
"CAE","AGS",1620
"LEX","LGA",1618
"LAX","OKC",1616
"BGM","IAD",1614
"CVG","HVN",1613
"OKC","LAX",1609
"MRY","SLC",1607
"ABI","IAH",1605
"SLC","MRY",1602
"GRK","ATL",1601
"MKE","SFO",1600
"WYS","SLC",1598
"ISP","CLE",1598
"IAH","ABI",1597
"MKE","GRR",1594
"CLE","ISP",1592
"IAD","BGM",1591
"SLC","WYS",1590
"DTW","OKC",1590
"AVP","ABE",1588
"OGG","SAN",1588
"SAN","SNA",1587
"SAN","OGG",1586
"GRR","MKE",1584
"BGR","DTW",1573
"ILM","GSO",1571
"JAX","CLE",1570
"FLL","SLC",1568
"MYR","DTW",1565
"JFK","SRQ",1563
"SLC","FLL",1563
"DTW","BGR",1563
"DTW","MYR",1562
"CLT","PHF",1561
"SFO","MKE",1560
"CLE","JAX",1559
"PWM","BWI",1559
"BWI","PWM",1555
"PHF","CLT",1549
"TPA","MKE",1546
"EVV","MEM",1545
"CRW","DCA",1544
"SRQ","DFW",1540
"MKE","TPA",1539
"RFD","DEN",1538
"DEN","RFD",1538
"DEN","AMA",1537
"LGB","BUR",1537
"FNT","TPA",1536
"MEM","EVV",1536
"TPA","FNT",1536
"DEN","LIT",1535
"BIS","SLC",1535
"BNA","RSW",1534
"SLC","BIS",1526
"MSP","EAU",1523
"GSO","GSP",1522
"PHX","LNK",1520
"AMA","DEN",1520
"BIS","FSD",1519
"FSD","BIS",1518
"GJT","DRO",1517
"RIC","IAD",1515
"ROC","TPA",1515
"ABQ","TUL",1514
"MSP","CWA",1510
"TPA","ROC",1509
"AUS","BOS",1509
"BOS","AUS",1507
"PHL","SDF",1505
"BWI","FAY",1502
"DCA","CRW",1502
"GSP","CHS",1501
"DAY","JFK",1497
"GRB","MQT",1493
"MQT","GRB",1492
"YUM","IPL",1492
"SYR","ITH",1492
"JFK","DAY",1490
"LNK","PHX",1489
"SHV","BHM",1488
"FSD","SLC",1488
"SLC","FSD",1486
"SDF","PHL",1484
"ITH","SYR",1483
"ROA","DTW",1469
"BUF","DFW",1468
"OKC","ICT",1468
"IAD","RIC",1465
"PHL","STT",1464
"DFW","BUF",1463
"STL","TOL",1462
"BNA","DET",1459
"EUG","PHX",1458
"ICT","OKC",1456
"DTW","ROA",1454
"CHS","GSP",1454
"PSP","SAN",1451
"PNS","ORD",1447
"DAY","SFO",1446
"ANC","IAH",1443
"IAH","ANC",1441
"ORD","PNS",1440
"IPL","YUM",1440
"LAX","BDL",1439
"SJU","LAX",1439
"LAX","SJU",1437
"SFO","DAY",1437
"BDL","LAX",1435
"AVL","DTW",1433
"DTW","AVL",1428
"STL","CMI",1425
"ISO","ATL",1424
"OKC","DTW",1422
"TOL","STL",1418
"TUL","DTW",1417
"SCC","FAI",1416
"TXK","IAH",1415
"LEX","BNA",1415
"PHX","EUG",1413
"ELM","SYR",1411
"IAH","TXK",1410
"DTW","TUL",1410
"SYR","ELM",1410
"SWF","DTW",1408
"MEM","PBI",1404
"DTW","SWF",1402
"ICT","MSP",1399
"OMA","MKE",1398
"TUL","MSP",1397
"MSY","OAK",1397
"BGM","DTW",1395
"DET","BNA",1394
"MSP","TUL",1392
"OAK","MSY",1391
"MKE","OMA",1390
"HDN","SLC",1389
"SLC","ASE",1389
"CHS","MEM",1388
"CAE","DTW",1387
"SLC","HDN",1386
"RIC","GSO",1386
"AVP","DTW",1386
"DTW","BGM",1385
"MHT","MSP",1384
"MSP","ICT",1384
"SJC","OGG",1383
"ASE","SLC",1383
"MEM","CHS",1382
"PUB","PHX",1381
"MSP","MHT",1381
"CWA","DTW",1380
"DTW","AVP",1380
"OMA","PIT",1379
"DTW","CAE",1379
"EWN","ATL",1377
"MCI","MKE",1375
"ATL","ISO",1375
"PHX","PUB",1375
"MDT","BOS",1374
"ISP","DCA",1373
"PIT","OMA",1372
"ATL","EWN",1371
"BNA","SFO",1371
"MKE","MCI",1370
"BFL","SBA",1370
"PBI","MEM",1367
"BDL","SFO",1365
"CAE","MEM",1364
"SMF","RNO",1362
"LNK","MSP",1362
"GSP","GSO",1361
"MSP","LNK",1360
"SRQ","JFK",1360
"CWA","MSP",1359
"MEM","CAE",1359
"BOS","MDT",1359
"SAT","SFO",1358
"SFO","BDL",1356
"SFO","BNA",1356
"CMI","DFW",1356
"PIT","MYR",1356
"MYR","PIT",1354
"ALB","ISP",1353
"OMA","MLI",1353
"LAX","MFR",1351
"EGE","ATL",1350
"PDX","OGG",1350
"PHL","CAE",1350
"DTW","HSV",1349
"DFW","CMI",1349
"HSV","DTW",1349
"STT","RDU",1349
"DCA","ISP",1349
"OGG","PDX",1348
"SFO","SAT",1347
"SRQ","LGA",1347
"TLH","DFW",1344
"LNK","OMA",1341
"RIC","MCO",1341
"MCO","RIC",1338
"SFO","OAK",1334
"PHL","ISP",1333
"ATL","EGE",1332
"XNA","MSP",1330
"ISP","PHL",1330
"MCO","JAX",1329
"BTR","CVG",1327
"DTW","CWA",1327
"JFK","PSE",1327
"SUX","CID",1326
"MSP","XNA",1326
"PSE","JFK",1326
"MCO","HSV",1324
"CVG","BTR",1322
"HSV","MCO",1321
"SWF","FLL",1320
"RDU","IND",1319
"DTW","JAN",1316
"FLL","SWF",1316
"JAN","DTW",1315
"IND","RDU",1312
"OAK","OGG",1310
"MCI","IAD",1309
"SDF","RDU",1309
"DLH","DTW",1309
"BOI","IAH",1308
"MLI","MEM",1304
"CAE","PHL",1304
"JFK","GSO",1302
"RDU","SDF",1302
"IAH","BOI",1302
"MSP","OKC",1299
"LIT","SGF",1299
"GSO","RIC",1293
"GSO","JFK",1292
"MLI","OMA",1292
"MEM","MLI",1291
"DRO","GJT",1291
"CHA","DFW",1288
"EWR","ACK",1287
"DFW","CHA",1285
"MIA","SDF",1284
"ORD","SUX",1284
"DTW","DLH",1283
"OGG","OAK",1283
"SLC","LIT",1278
"SDF","MIA",1277
"ACK","EWR",1276
"MFE","ATL",1276
"MRY","DEN",1275
"MLI","FSD",1275
"DEN","MRY",1273
"AUS","DTW",1273
"DTW","AUS",1272
"DRO","SLC",1272
"FLL","DAY",1271
"EVV","DFW",1270
"SLC","DRO",1268
"DAY","FLL",1268
"HTS","CRW",1267
"DFW","EVV",1266
"MHT","BGR",1265
"GSP","MSY",1263
"OKC","MSP",1262
"MSY","GSP",1262
"DSM","LGA",1261
"DTW","PIA",1259
"ORD","OGG",1250
"MLB","TPA",1249
"LGA","DSM",1248
"DFW","TLH",1243
"RDU","SLC",1242
"SLC","RDU",1240
"PIT","ICT",1236
"SFO","TUS",1235
"PIA","DTW",1234
"EGE","IAH",1234
"IAD","MCI",1234
"TUS","SFO",1233
"XNA","SLC",1231
"MSN","LGA",1230
"BWI","AVL",1228
"ATL","MFE",1228
"LGA","MSN",1228
"LIT","SLC",1227
"IAH","EGE",1224
"SLC","XNA",1224
"CHS","PHL",1224
"TVC","MSP",1223
"IAD","PHF",1221
"GSO","DAY",1218
"ICT","PIT",1218
"AVL","BWI",1218
"BDL","RSW",1217
"MSP","TVC",1215
"RSW","BDL",1214
"DAY","MDW",1213
"MDW","DAY",1208
"ONT","SNA",1207
"PHF","IAD",1206
"MCI","SAT",1206
"SAT","MCI",1205
"HOU","JAX",1205
"JAX","HOU",1205
"JAN","DCA",1203
"OGG","SJC",1199
"IND","SRQ",1198
"ATL","RNO",1196
"RDU","PIE",1196
"ICT","CVG",1194
"SRQ","IND",1193
"BGR","MHT",1193
"BWI","ISO",1193
"RNO","ATL",1192
"ISO","BWI",1190
"DEN","TYS",1189
"PWM","CLE",1189
"ISP","RSW",1189
"RSW","ISP",1188
"PWM","PVD",1187
"ONT","TUS",1186
"BWI","AVP",1186
"CVG","ICT",1186
"ROW","DFW",1185
"CLE","PWM",1184
"TYS","DEN",1184
"TUS","ONT",1183
"PIE","RDU",1183
"IAD","BHM",1183
"DFW","ROW",1183
"ORD","KOA",1181
"CVG","HNL",1176
"HNL","CVG",1175
"SAV","DTW",1175
"ICT","COS",1174
"BHM","IAD",1173
"ABQ","AUS",1172
"DTW","SAV",1172
"COS","ICT",1170
"TPA","APF",1169
"MSP","JAC",1168
"JAC","MSP",1168
"AUS","ABQ",1167
"DAY","GSO",1167
"AVP","BWI",1167
"MCI","BOS",1163
"BHM","MOB",1163
"TUS","PSP",1162
"APF","TPA",1162
"MSY","AUS",1161
"EWR","ORH",1159
"AUS","MSY",1157
"DRO","DFW",1154
"PHL","CHS",1151
"DFW","DRO",1150
"BDL","IND",1148
"PVD","LAS",1147
"LAS","PVD",1146
"IND","BDL",1145
"BOS","MCI",1144
"PSP","TUS",1141
"MLI","PHX",1139
"DCA","JAN",1137
"CMI","STL",1136
"ONT","ABQ",1133
"LWB","ATL",1131
"ABQ","ONT",1128
"ITO","OGG",1119
"BNA","PNS",1119
"MIA","BQN",1117
"SAN","PSP",1116
"MEM","SRQ",1115
"BUR","LGB",1112
"ORH","EWR",1111
"SMF","GEG",1111
"BTR","LFT",1110
"GEG","SMF",1109
"CAE","GSO",1109
"IAH","MDW",1107
"CLE","SLC",1107
"MCI","AUS",1107
"PNS","BNA",1107
"AUS","MCI",1106
"MDW","IAH",1105
"TLH","CVG",1104
"MTJ","DFW",1104
"RDU","SAT",1102
"ORF","MIA",1102
"ATL","LWB",1102
"PHX","CID",1101
"BQN","MIA",1100
"MIA","ORF",1100
"DCA","BWI",1098
"DFW","MTJ",1098
"SLC","CLE",1098
"RDU","STX",1097
"BLI","SLC",1097
"GSO","CAE",1097
"COS","ABQ",1097
"BWI","DCA",1095
"SLC","BLI",1094
"ABQ","COS",1092
"SAT","RDU",1091
"SYR","UCA",1091
"BWI","OAJ",1091
"FCA","DEN",1090
"CVG","TLH",1088
"BUR","SNA",1088
"MCO","BQN",1088
"IPL","SAN",1087
"OGG","STL",1087
"MCI","SJC",1087
"SFO","PMD",1086
"LAN","ATL",1086
"MFR","PHX",1085
"STL","OGG",1085
"SJC","MCI",1083
"PMD","SFO",1083
"SJU","MEM",1082
"DEN","FCA",1081
"MEM","SJU",1079
"OMA","DCA",1079
"DCA","OMA",1078
"RDU","MKE",1075
"OAJ","BWI",1075
"ANC","LAS",1074
"ATL","LAN",1072
"SRQ","MEM",1071
"SNA","ONT",1071
"SCC","BRW",1070
"BQN","MCO",1069
"LGB","SBA",1068
"SAN","IPL",1067
"LAS","ANC",1066
"BMI","MCO",1065
"PHL","OAK",1064
"PHX","LBB",1064
"SJU","CLE",1063
"MCO","BMI",1062
"MKE","RDU",1061
"CLE","SJU",1059
"LAX","EUG",1058
"OAK","PHL",1056
"TUL","ABQ",1056
"LBB","PHX",1051
"AGS","EWR",1050
"OGG","SLC",1050
"MDW","DSM",1050
"SLC","OGG",1049
"EWR","AGS",1048
"MKE","DSM",1046
"FAT","SAN",1044
"ATL","CID",1042
"JFK","CHS",1042
"SAN","FAT",1042
"DSM","MKE",1041
"BIL","GEG",1040
"OAK","SJC",1040
"MCO","TYS",1039
"TPA","ORF",1038
"TYS","MCO",1036
"PHX","MFR",1035
"MCO","CHS",1034
"ROC","DFW",1034
"CHS","JFK",1033
"CHS","MCO",1033
"SAV","JFK",1033
"JFK","SAV",1032
"LIT","DEN",1032
"RIC","SDF",1031
"AUS","ONT",1031
"SYR","DFW",1030
"DFW","SYR",1030
"ONT","AUS",1029
"SBA","BFL",1028
"DSM","MDW",1028
"DFW","ROC",1026
"CID","ATL",1024
"LIT","HSV",1022
"RAP","ORD",1019
"DEN","RSW",1018
"HSV","LIT",1017
"RSW","DEN",1013
"SAT","ABQ",1012
"BDL","MKE",1010
"GEG","BIL",1009
"ORF","TPA",1009
"SMF","PIT",1006
"CVG","ILM",1006
"COS","EWR",1006
"FSM","ATL",1003
"MKE","ATW",1001
"ILM","CVG",1001
"MKE","BDL",999
"ATL","FSM",999
"BOI","ONT",999
"EWR","COS",999
"GSO","FLL",998
"MSN","PIT",997
"PIT","SMF",997
"ATW","MKE",997
"ONT","BOI",997
"MFR","EUG",995
"CLD","PHX",995
"PIT","DSM",992
"FLL","GSO",992
"CLT","AUS",992
"FLL","PVD",991
"PVD","FLL",989
"CID","SUX",989
"EWR","HSV",988
"MSY","GSO",987
"PNS","CVG",986
"TUS","SMF",986
"PHX","CLD",984
"SMF","TUS",983
"PIT","MSN",983
"ONT","SAT",983
"ALO","MSP",982
"SAT","ONT",981
"RNO","SMF",981
"GSO","MSY",980
"DSM","PIT",979
"AUS","CLT",977
"MQT","TVC",975
"ANC","ATL",975
"LGA","ROA",974
"ORD","RAP",972
"MSP","ALO",970
"HSV","DEN",970
"ATL","ANC",969
"CVG","PNS",968
"GEG","ONT",967
"LGA","DAL",966
"ONT","GEG",965
"DEN","HSV",964
"TVC","MQT",964
"BOS","STT",964
"STT","BOS",962
"SJU","MDW",962
"OAK","EWR",961
"MDW","SJU",961
"EWR","OAK",960
"FSD","LNK",959
"DAL","LGA",958
"LGA","ALB",957
"BWI","GSP",957
"TUS","SNA",956
"ABQ","SAT",953
"SNA","TUS",953
"ONT","COS",953
"ACY","ATL",953
"HSV","EWR",952
"GSP","BWI",951
"COS","SAN",950
"COS","ONT",949
"SNA","SAN",947
"BOS","ALB",947
"ATL","ACY",946
"SAN","COS",946
"ALB","BOS",946
"LGA","CRW",943
"ALB","LGA",942
"LAN","IAD",939
"MSY","RDU",938
"BOI","SAN",938
"SAN","BOI",936
"FAI","SCC",936
"IAD","LAN",934
"CHO","LYH",934
"RDU","MSY",933
"ALB","ROC",933
"JFK","MLB",932
"BGR","ATL",929
"TLH","FLL",929
"BZN","ORD",928
"AGS","IAH",926
"KOA","ITO",926
"TPA","TYS",923
"CRW","LGA",923
"IAH","AGS",920
"ROA","CHO",918
"CLT","SWF",918
"MCI","MSY",918
"SWF","CLT",917
"MKE","GRB",916
"SNA","HNL",916
"VPS","CVG",915
"MSY","MCI",915
"COS","SMF",915
"SMF","ABQ",915
"ORD","BZN",914
"ABQ","SMF",914
"HNL","SNA",913
"GRB","MKE",913
"SMF","COS",909
"CVG","VPS",907
"MCO","CAE",905
"MRY","SAN",904
"SAN","MRY",903
"FAR","SLC",903
"CAE","MCO",902
"SLC","FAR",901
"RSW","MLB",901
"CLE","MBS",900
"SBA","LGB",898
"GSO","JAX",895
"JAX","GSO",895
"ATL","BGR",894
"ROA","LGA",891
"KOA","PHX",889
"DAB","CVG",885
"LAX","EGE",884
"ISP","JAX",884
"MDW","GSP",882
"GSP","MDW",882
"EGE","LAX",882
"SLE","SLC",879
"JAX","ISP",879
"CVG","DAB",879
"SLC","SLE",877
"BFL","DEN",877
"PHX","KOA",874
"JAN","ORD",874
"RIC","ROA",874
"DFW","PVD",874
"ORD","JAN",873
"SAN","GEG",872
"GEG","SAN",872
"PVD","DFW",872
"ROA","RIC",872
"ATL","STX",872
"MCO","GRR",871
"TYS","TPA",868
"GRR","MCO",868
"SHV","BTR",867
"SMF","OAK",866
"MLI","MCO",865
"GRR","DEN",863
"MCO","MLI",863
"DEN","GRR",863
"JAX","MLB",862
"TPA","SYR",858
"GRB","MSN",856
"PHL","PDX",856
"PDX","PHL",854
"MLB","JAX",850
"OMA","ONT",850
"MSN","GRB",849
"ONT","OMA",848
"DAB","IAD",844
"IAD","DAB",842
"SYR","TPA",841
"CLE","LAN",839
"MCI","ONT",839
"ONT","MCI",839
"SNA","OGG",838
"SAV","MEM",837
"SWF","BGR",836
"MSN","MEM",836
"BGR","SWF",834
"CVG","MGM",834
"ABQ","IAD",834
"ALB","BTV",834
"MBS","CLE",834
"CLT","MGM",833
"ALB","TPA",833
"LIH","PHX",832
"IAD","ABQ",832
"MEM","SAV",832
"TPA","ALB",831
"GRB","AZO",829
"OGG","SNA",829
"SJC","EUG",829
"STL","LEX",828
"MGM","CVG",828
"FNT","MKE",828
"PSP","ATL",826
"MKE","FNT",826
"MGM","CLT",825
"TUS","EWR",823
"SYR","BTV",823
"BTV","SYR",823
"ATL","PSP",822
"MEM","MSN",822
"PBI","JAX",821
"ATW","GRB",819
"AZO","GRB",819
"MQT","MSN",819
"EWR","TUS",819
"SCE","DTW",818
"EUG","SJC",818
"PHX","LIH",817
"ROC","MSP",817
"CAE","TPA",815
"MSP","ROC",814
"DTW","SCE",814
"RSW","FLL",813
"MSN","MQT",811
"BTV","ALB",810
"PHF","CVG",809
"CAK","CLE",808
"BTR","DCA",804
"UCA","SYR",800
"LEX","STL",800
"PIT","TTN",798
"TPA","CAE",797
"DCA","BTR",795
"FLL","RIC",793
"MSP","OAK",792
"RIC","FLL",792
"CVG","PHF",791
"TTN","PIT",790
"SJC","OAK",790
"ERI","ITH",785
"FSD","MLI",785
"CLE","CAK",784
"MFE","AUS",782
"RNO","MDW",778
"MDW","RNO",778
"MDW","SNA",777
"LFT","BTR",777
"AUS","MFE",777
"CMI","PIA",776
"CMH","CAK",776
"MLB","JFK",775
"ATL","GRB",774
"STT","IAD",773
"PWM","CLT",771
"SNA","MDW",771
"OMA","TUL",771
"LAN","CLE",770
"ILG","ATL",769
"TUL","OMA",768
"ELM","BGM",767
"ITH","ERI",767
"ONT","SBA",766
"PVD","IAH",764
"SEA","MKE",764
"OMA","SAN",764
"BOS","CHS",764
"IAH","PVD",763
"MSY","BOS",763
"CLT","PWM",763
"OAK","MSP",762
"CAK","CMH",761
"BOS","MSY",761
"MKE","SEA",761
"SAN","OMA",761
"OGG","IAH",760
"OKC","SAN",760
"IAH","OGG",760
"DEN","BFL",757
"FLL","TLH",756
"CHS","BOS",753
"GUC","ATL",752
"ATL","GUC",750
"SBA","ONT",750
"PLN","DTW",749
"MDT","BWI",748
"GRB","ATL",746
"ATL","AZO",746
"LGA","BDL",745
"DTW","PLN",745
"YKM","SLC",744
"BGM","ELM",744
"SLC","YKM",744
"SAN","OKC",743
"ICT","DCA",742
"FSM","MEM",741
"PHX","GCN",741
"LAX","TUL",740
"TUL","LAX",738
"PDX","LGB",738
"BUF","FLL",736
"MDT","DFW",736
"ANC","DFW",736
"MEM","FSM",736
"FLL","BUF",735
"DFW","MDT",734
"SDF","RIC",733
"DFW","ANC",733
"RSW","FNT",731
"BWI","SJC",731
"FNT","RSW",731
"SJC","BWI",731
"COS","DTW",731
"ATL","ILG",728
"FLL","PHF",727
"ROC","ALB",727
"PHF","FLL",727
"SBN","MSP",727
"DTW","COS",727
"MEM","SAN",726
"HLN","MSP",724
"RDU","DEN",721
"AVL","MSP",721
"TYS","MSP",720
"MSP","SBN",720
"STT","ORD",719
"ELP","ONT",718
"DCA","ICT",718
"DEN","RDU",718
"XNA","DTW",717
"SAN","MEM",717
"ONT","ELP",717
"MSP","TYS",715
"LGB","PDX",715
"MSP","HLN",714
"GSO","MSP",714
"BWI","BTV",714
"SGF","LIT",713
"SJC","TUS",713
"LIT","DTW",713
"BTV","BWI",713
"MSP","AVL",712
"EWR","ABQ",712
"ABQ","EWR",711
"DTW","XNA",710
"SMF","SAT",708
"SDF","DEN",708
"SAT","SMF",707
"OAK","FLL",707
"MSP","GSO",705
"DEN","SDF",704
"AZO","ATL",704
"BTV","DCA",704
"AUS","TUS",703
"GCN","PHX",703
"ERI","ATL",702
"DTW","LIT",702
"OMA","LGA",702
"SAN","HOU",700
"AMA","MAF",700
"SGF","DTW",700
"FLL","OAK",700
"SMF","OGG",699
"BWI","IAD",698
"TUS","AUS",698
"ATL","ERI",696
"DTW","SGF",695
"SRQ","MIA",694
"HOU","SAN",694
"OGG","SMF",693
"STL","ANC",693
"RIC","MSP",692
"SHV","DTW",692
"ANC","STL",691
"SGF","MSP",691
"MSP","RIC",689
"MSP","SGF",688
"GCC","DEN",688
"IDA","MSP",687
"DTW","SHV",687
"MKE","CWA",686
"IND","DAY",685
"MAF","AMA",685
"DEN","GCC",684
"LGA","OMA",683
"LAS","MFR",682
"SUX","MLI",682
"ONT","FAT",680
"LGA","CHO",678
"BHM","CLE",678
"FAT","ONT",678
"CLE","BHM",677
"TUS","SJC",677
"MSP","IDA",675
"SUX","PHX",674
"MCI","MLI",673
"HPN","RSW",673
"RSW","HPN",672
"CWA","MKE",672
"AUS","JAX",670
"SBP","SLC",670
"GTF","HLN",669
"UCA","PIT",668
"SLC","SBP",668
"HKY","ATL",666
"SNA","KOA",666
"BOS","PDX",666
"KOA","SNA",665
"JAX","AUS",665
"BIL","HLN",664
"DSM","SLC",664
"PDX","BOS",664
"HLN","BIL",664
"PIT","UCA",664
"MLI","MCI",663
"SLC","DSM",660
"ELP","STL",660
"LAS","EUG",659
"STL","ELP",658
"MEM","SLC",658
"JAX","MCI",658
"ONT","MRY",657
"MRY","ONT",657
"LNK","DTW",657
"ABQ","OKC",656
"MCI","JAX",656
"OKC","ABQ",656
"DTW","LNK",655
"MFR","LAS",655
"DAY","IND",655
"PSE","EWR",653
"MYR","LGA",653
"EWR","PSE",653
"BOS","TTN",651
"AUS","MIA",648
"ALB","SYR",648
"SLC","MEM",648
"TUS","SAT",647
"TTN","BOS",646
"MIA","AUS",644
"MOB","GPT",643
"SAN","TUL",643
"TPA","HSV",642
"LGA","MYR",642
"BNA","DSM",641
"SAT","TUS",641
"HSV","TPA",635
"PSP","OAK",634
"MKE","SLC",633
"EUG","LAS",632
"ATL","BOI",630
"BOI","ATL",629
"TUL","SAN",628
"SAV","BOS",627
"OAK","PSP",627
"PHX","SUX",626
"BWI","MDT",624
"PBI","MDW",624
"BTV","MHT",623
"MFR","RDM",623
"BHM","RDU",622
"FSD","ATL",620
"ATL","HKY",620
"LAS","FNT",620
"RDU","BHM",619
"FNT","LAS",619
"JFK","SDF",617
"ASE","LAX",613
"PHL","CAK",613
"LAX","ASE",611
"ORH","ORD",611
"TEX","PHX",611
"SLC","MKE",610
"ATL","FSD",609
"BOS","SAV",607
"TPA","GSP",605
"GSP","SAV",605
"BIL","FCA",604
"CAK","PHL",604
"RDM","MFR",603
"BGM","ATL",602
"EUG","LAX",601
"ORD","ORH",600
"HDN","LAX",600
"GJT","DFW",600
"LSE","EAU",599
"SDF","JFK",597
"FCA","BIL",597
"STL","LGB",597
"ICT","SGF",596
"DFW","GJT",595
"LAX","HDN",595
"SCK","FAT",594
"CMH","SLC",594
"DAY","MKE",593
"SLC","CMH",593
"MKE","DAY",592
"DCA","GRR",592
"MDW","PBI",592
"IND","GRR",590
"PNS","JFK",586
"GRR","DCA",586
"SWF","PBI",583
"SGF","ICT",583
"PBI","SWF",582
"TUS","JFK",582
"PSC","YKM",582
"GRR","IND",581
"TRI","MEM",580
"JFK","PNS",580
"RIC","MEM",580
"SWF","TPA",578
"HDN","STL",578
"TPA","SWF",577
"DCA","BTV",577
"PHX","TEX",577
"PIT","CMI",576
"ATL","BGM",575
"CMX","MSP",575
"JFK","TUS",574
"STL","HDN",573
"CMI","PIT",573
"TLH","JFK",572
"MIA","SRQ",572
"MSP","CMX",571
"ILM","RDU",571
"ORF","DCA",570
"SAN","BFL",569
"SFO","PSC",569
"MEM","RIC",569
"MEM","TRI",568
"GSP","TPA",568
"JFK","TLH",567
"CMH","MCI",567
"BFL","SAN",566
"COS","MEM",566
"LGB","ONT",565
"MCI","CMH",565
"GRB","ATW",564
"LAS","SBP",562
"JFK","MCI",560
"BNA","GSP",560
"CLE","HOU",560
"PSE","MCO",559
"LGB","RNO",558
"MEM","COS",558
"MCO","PSE",558
"SBP","LAS",557
"TPA","GRR",557
"RNO","LGB",555
"HOU","CLE",555
"GRR","TPA",554
"ITO","KOA",552
"RSW","PBI",551
"GTR","DFW",549
"SEA","BWI",549
"RIC","CHO",548
"STL","GRR",548
"GRR","STL",547
"PIA","CMI",545
"BWI","SEA",544
"SAN","LGB",544
"TVL","SFO",544
"FLL","CMH",544
